YEAR,MONTH,Carrier,ORIGIN,DEST,carrierTotalFlights,route_total_flights,n_carriers,HHI,carrierHubShare,carrierRouteShare,depDelay_rate,arrDelay_rate,cancel_rate,sd_dep_time,peak_dep_Count,peak_dep_share,YEAR_MONTH_id,route_id,carrier_route_id
2020,3,G4,SRQ,ABE,9,9,1,1,0.20375106564364875,1,0.1111111111111111,0.2222222222222222,0.2222222222222222,218.57296918224552,7,1,2020_3,SRQ_ABE,G4_SRQ_ABE
2020,5,NK,LAS,SAN,14,129,3,0.6262243855537529,0.0317998728005088,0.10852713178294572,0,0,0,2.3346411823981548,14,1,2020_5,LAS_SAN,NK_LAS_SAN
2021,9,AA_CODESHARE,PHL,MSP,58,204,3,0.35250865051903113,0.5214103219213081,0.28431372549019607,0.05172413793103448,0.1206896551724138,0,519.8517041554924,38,0.6551724137931034,2021_9,PHL_MSP,AA_CODESHARE_PHL_MSP
2022,8,F9,PDX,DEN,25,321,4,0.3912520258926059,0.01058801285687275,0.0778816199376947,0.36,0.4,0,111.88091883784296,0,0,2022_8,PDX_DEN,F9_PDX_DEN
2024,6,WN,OAK,ABQ,30,30,1,1,0.8033843674456084,1,0.3,0.3,0,81.04008515727787,0,0,2024_6,OAK_ABQ,WN_OAK_ABQ
2023,7,UA,LAS,EWR,207,269,2,0.6452785340169428,0.07102183843313935,0.7695167286245354,0.42028985507246375,0.391304347826087,0.08695652173913043,739.615874716809,104,0.5473684210526316,2023_7,LAS_EWR,UA_LAS_EWR
2020,10,AA,DFW,MYR,30,30,1,1,0.4439643953984696,1,0.3333333333333333,0.2,0,98.62710452571562,30,1,2020_10,DFW_MYR,AA_DFW_MYR
2020,2,WN,DAL,TPA,91,91,1,1,0.9204216969903076,1,0.13186813186813187,0.10989010989010987,0.01098901098901099,527.9853429282542,51,0.5666666666666667,2020_2,DAL_TPA,WN_DAL_TPA
2021,8,UA,DCA,ORD,89,381,4,0.4010374687416042,0.02667673335850006,0.2335958005249344,0.2247191011235955,0.2696629213483146,0.02247191011235955,509.87295526632573,51,0.5795454545454546,2021_8,DCA_ORD,UA_DCA_ORD
2020,11,DL,TUL,ATL,89,89,1,1,0.09378292939936776,1,0.02247191011235955,0.0449438202247191,0,444.281059242496,59,0.6629213483146067,2020_11,TUL_ATL,DL_TUL_ATL
2025,9,UA,PHX,IAH,122,191,3,0.48323784983964263,0.0527797833935018,0.6387434554973822,0.11475409836065574,0.11475409836065574,0,415.25642355523945,90,0.7377049180327869,2025_9,PHX_IAH,UA_PHX_IAH
2023,6,NK,LAS,SNA,90,364,3,0.5172684458398743,0.1416522905884608,0.2472527472527473,0.18888888888888888,0.2,0.01111111111111111,513.4428555190486,60,0.6741573033707865,2023_6,LAS_SNA,NK_LAS_SNA
2023,12,AA_CODESHARE,GRR,CLT,1,71,2,0.9722277325927393,0.17170418006430868,0.01408450704225352,0,0,0,NA,0,0,2023_12,GRR_CLT,AA_CODESHARE_GRR_CLT
2024,3,DL,BOS,JAX,57,88,2,0.543646694214876,0.18384669233461673,0.6477272727272727,0.14035087719298245,0.12280701754385964,0,379.69850607262657,57,1,2024_3,BOS_JAX,DL_BOS_JAX
2024,8,AA,LAX,RDU,30,61,2,0.500134372480516,0.15151515151515152,0.4918032786885246,0.2,0.2,0.03333333333333333,423.8059639432787,26,0.896551724137931,2024_8,LAX_RDU,AA_LAX_RDU
2024,10,AA,DFW,LAX,429,592,4,0.5528271092037982,0.5195333404688002,0.7246621621621622,0.2027972027972028,0.1888111888111888,0,538.7689273046029,254,0.5920745920745921,2024_10,DFW_LAX,AA_DFW_LAX
2023,7,UA_CODESHARE,TYS,IAH,93,93,1,1,0.21382428940568476,1,0.10752688172043012,0.07526881720430108,0,210.07624008432356,93,1,2023_7,TYS_IAH,UA_CODESHARE_TYS_IAH
2024,8,AA_CODESHARE,CHS,PHL,2,136,3,0.7780060553633219,0.13006756756756757,0.01470588235294117,0,0,0,1.4142135623730951,2,1,2024_8,CHS_PHL,AA_CODESHARE_CHS_PHL
2023,6,DL,LGA,DTW,172,366,3,0.3620591836125295,0.14821247647995367,0.46994535519125685,0.28488372093023256,0.20348837209302328,0.05813953488372093,481.8272032981292,109,0.6646341463414634,2023_6,LGA_DTW,DL_LGA_DTW
2023,4,UA_CODESHARE,DEN,JLN,22,22,1,1,0.21401853268723964,1,0.18181818181818185,0.04545454545454545,0,84.48936253134107,22,1,2023_4,DEN_JLN,UA_CODESHARE_DEN_JLN
2023,2,DL,SLC,CVG,42,42,1,1,0.467041015625,1,0.23809523809523808,0.1904761904761905,0,308.75368966652775,39,0.9285714285714286,2023_2,SLC_CVG,DL_SLC_CVG
2023,5,WN,SDF,DEN,52,118,2,0.5070382074116633,0.1646655231560892,0.4406779661016949,0.17307692307692307,0.19230769230769232,0.01923076923076923,379.3985436212964,45,0.8823529411764706,2023_5,SDF_DEN,WN_SDF_DEN
2025,2,AA,ATL,PHX,43,254,4,0.4838799677599357,0.01841482649842271,0.16929133858267717,0.2558139534883721,0.20930232558139536,0,584.8525384183197,27,0.627906976744186,2025_2,ATL_PHX,AA_ATL_PHX
2020,9,DL,SAN,ATL,90,90,1,1,0.13613789073911772,1,0.03333333333333333,0.03333333333333333,0,623.090064989516,54,0.6,2020_9,SAN_ATL,DL_SAN_ATL
2025,5,AA_CODESHARE,MCI,PHX,32,211,3,0.5262460411940433,0.07279105459329094,0.15165876777251186,0.40625,0.28125,0,168.27854392873203,30,0.9375,2025_5,MCI_PHX,AA_CODESHARE_MCI_PHX
2025,9,UA_CODESHARE,SUN,ORD,6,6,1,1,0.43661971830985913,1,0.16666666666666666,0.3333333333333333,0,88.43453322467795,6,1,2025_9,SUN_ORD,UA_CODESHARE_SUN_ORD
2020,5,WN,LAS,TUL,2,13,2,0.7396449704142012,0.572185711257155,0.15384615384615383,0,0,0.5,NA,1,1,2020_5,LAS_TUL,WN_LAS_TUL
2022,2,DL,JAX,DTW,44,44,1,1,0.12833258020786262,1,0.13636363636363635,0.13636363636363635,0,253.8349031040188,44,1,2022_2,JAX_DTW,DL_JAX_DTW
2024,3,UA_CODESHARE,DEN,EGE,124,124,1,1,0.1892980437284235,1,0.06451612903225806,0.1532258064516129,0.04838709677419355,364.1464525988437,95,0.7983193277310925,2024_3,DEN_EGE,UA_CODESHARE_DEN_EGE
2021,10,DL_CODESHARE,MOT,MSP,146,146,1,1,0.6488888888888888,1,0.10273972602739724,0.10273972602739724,0.00684931506849315,441.0047253897536,113,0.7793103448275862,2021_10,MOT_MSP,DL_CODESHARE_MOT_MSP
2020,8,WN,BDL,BWI,96,96,1,1,0.2233463035019455,1,0.03125,0.03125,0.02083333333333333,387.81140548907007,77,0.8191489361702128,2020_8,BDL_BWI,WN_BDL_BWI
2022,2,B6,PVD,TPA,11,52,3,0.39718934911242604,0.0851581508515815,0.2115384615384615,0.3636363636363637,0.3636363636363637,0.18181818181818185,88.33097481128074,1,0.1111111111111111,2022_2,PVD_TPA,B6_PVD_TPA
2024,1,NK,BNA,EWR,21,137,3,0.704299643028398,0.03847674265384109,0.15328467153284672,0.2857142857142857,0.23809523809523808,0.09523809523809525,171.41582763826764,14,0.7368421052631579,2024_1,BNA_EWR,NK_BNA_EWR
2025,10,DL,ATL,PBI,294,303,2,0.9423585922948733,0.6979360233607645,0.9702970297029704,0.1564625850340136,0.1598639455782313,0,470.60206392468655,211,0.717687074829932,2025_10,ATL_PBI,DL_ATL_PBI
2024,12,DL,DTW,SRQ,11,11,1,1,0.42469531180499953,1,0.3636363636363637,0.2727272727272727,0,153.87645575708987,11,1,2024_12,DTW_SRQ,DL_DTW_SRQ
2020,4,AA_CODESHARE,OMA,CLT,52,73,2,0.5901670106961906,0.18591772151898733,0.7123287671232876,0.03846153846153846,0.05769230769230769,0.25,444.1255080904182,22,0.5641025641025641,2020_4,OMA_CLT,AA_CODESHARE_OMA_CLT
2022,12,AA,PHL,MCI,29,29,1,1,0.38260649087221094,1,0.10344827586206896,0.10344827586206896,0,61.13006000694914,29,1,2022_12,PHL_MCI,AA_PHL_MCI
2025,6,AA,PHL,DTW,42,260,6,0.3627514792899408,0.3844504021447721,0.16153846153846155,0.11904761904761904,0.16666666666666666,0.0238095238095238,308.6490113302195,36,0.8780487804878049,2025_6,PHL_DTW,AA_PHL_DTW
2022,3,AA_CODESHARE,RIC,PHL,91,91,1,1,0.23662966700302723,1,0.12087912087912088,0.15384615384615383,0.01098901098901099,386.1110569701504,88,0.9777777777777776,2022_3,RIC_PHL,AA_CODESHARE_RIC_PHL
2021,5,WN,MDW,OAK,57,57,1,1,0.9297337278106508,1,0.22807017543859648,0.14035087719298245,0,495.6711337237801,55,0.9649122807017544,2021_5,MDW_OAK,WN_MDW_OAK
2021,10,AA_CODESHARE,BGR,PHL,83,83,1,1,0.492156862745098,1,0.24096385542168677,0.12048192771084336,0,346.2651722271563,83,1,2021_10,BGR_PHL,AA_CODESHARE_BGR_PHL
2024,10,UA_CODESHARE,BZN,SFO,31,31,1,1,0.12579415501905972,1,0.2258064516129032,0.1935483870967742,0,191.362730498015,30,0.967741935483871,2024_10,BZN_SFO,UA_CODESHARE_BZN_SFO
2022,8,UA_CODESHARE,ORD,BUF,26,205,4,0.3348720999405116,0.24035074283963853,0.12682926829268293,0.2692307692307692,0.34615384615384615,0.03846153846153846,153.95480938682408,25,1,2022_8,ORD_BUF,UA_CODESHARE_ORD_BUF
2020,1,DL_CODESHARE,IND,MCO,2,199,5,0.41597434408222006,0.1419431279620853,0.0100502512562814,0,0,0,2.1213203435596424,2,1,2020_1,IND_MCO,DL_CODESHARE_IND_MCO
2025,8,UA,PHX,LAX,52,617,6,0.221952827636207,0.05031533716820292,0.08427876823338736,0.07692307692307693,0.09615384615384616,0,606.1051618280197,24,0.4615384615384616,2025_8,PHX_LAX,UA_PHX_LAX
2020,12,DL,SLC,OAK,11,139,3,0.5173127684902437,0.4135774391630657,0.07913669064748201,0,0,0,4.887832760120695,11,1,2020_12,SLC_OAK,DL_SLC_OAK
2020,9,AS_CODESHARE,SEA,ICT,30,30,1,1,0.2971639950678175,1,0.06666666666666667,0.06666666666666667,0,6.729929719022963,30,1,2020_9,SEA_ICT,AS_CODESHARE_SEA_ICT
2021,8,G4,PGD,RFD,11,11,1,1,1,1,0.09090909090909093,0.09090909090909093,0,278.2272779254726,10,0.9090909090909092,2021_8,PGD_RFD,G4_PGD_RFD
2025,4,DL,LAX,IND,26,56,2,0.5025510204081632,0.18344366763595868,0.4642857142857143,0,0,0,4.173911649944025,0,0,2025_4,LAX_IND,DL_LAX_IND
2020,3,AA,LAS,LAX,266,1139,9,0.1742984195892921,0.08256513026052104,0.23353819139596135,0.14285714285714285,0.12781954887218044,0.16917293233082706,496.5221179522581,161,0.7285067873303167,2020_3,LAS_LAX,AA_LAS_LAX
2024,3,DL,SLC,MEM,31,31,1,1,0.460368047702272,1,0.16129032258064516,0.1935483870967742,0,118.23302124122498,31,1,2024_3,SLC_MEM,DL_SLC_MEM
2024,7,WN,BOI,PHX,58,136,4,0.3684039792387543,0.17571371129875352,0.4264705882352941,0.1206896551724138,0.10344827586206896,0,531.6683864400308,32,0.5517241379310345,2024_7,BOI_PHX,WN_BOI_PHX
2023,5,AS_CODESHARE,PDX,OAK,62,249,2,0.6260060321607717,0.22212326327039544,0.24899598393574296,0.08064516129032258,0.08064516129032258,0,271.30236507364464,62,1,2023_5,PDX_OAK,AS_CODESHARE_PDX_OAK
2024,12,DL,BHM,ATL,257,258,2,0.9922781082867619,0.15547489413188142,0.996124031007752,0.12062256809338522,0.1245136186770428,0,463.9289802056033,180,0.7003891050583657,2024_12,BHM_ATL,DL_BHM_ATL
2022,9,DL,SLC,SAN,142,178,3,0.6659512687791944,0.4440121054907047,0.797752808988764,0.176056338028169,0.19718309859154928,0,515.1710122967888,111,0.7816901408450704,2022_9,SLC_SAN,DL_SLC_SAN
2025,11,DL,LAX,ATL,306,427,4,0.5403254556324008,0.1873591989987484,0.7166276346604216,0.16666666666666666,0.17647058823529413,0.02287581699346405,590.2509163771615,201,0.6722408026755853,2025_11,LAX_ATL,DL_LAX_ATL
2023,11,WN,DEN,TUL,86,203,3,0.3878036351282487,0.33918198934422944,0.4236453201970443,0.1744186046511628,0.1511627906976744,0,451.3918934252901,59,0.686046511627907,2023_11,DEN_TUL,WN_DEN_TUL
2020,11,AA,DCA,ORD,100,208,3,0.4292252218934911,0.2710989678202793,0.4807692307692308,0.07,0.04,0,449.5014504308009,76,0.76,2020_11,DCA_ORD,AA_DCA_ORD
2021,7,WN,SLC,MCO,9,160,3,0.603203125,0.08711890905932425,0.05625,0.4444444444444444,0.6666666666666666,0,296.914549997133,9,1,2021_7,SLC_MCO,WN_SLC_MCO
2023,12,WN,BHM,BWI,31,31,1,1,0.25874587458745874,1,0.16129032258064516,0.12903225806451613,0,203.8708003265952,31,1,2023_12,BHM_BWI,WN_BHM_BWI
2021,8,DL_CODESHARE,LFT,ATL,80,80,1,1,0.18181818181818185,1,0.075,0.075,0.05,441.2815998326661,75,0.986842105263158,2021_8,LFT_ATL,DL_CODESHARE_LFT_ATL
2022,4,AA,BOS,PHX,116,146,2,0.6734847063238881,0.15257464301168325,0.7945205479452054,0.16379310344827586,0.1896551724137931,0,373.01383133312504,92,0.7931034482758621,2022_4,BOS_PHX,AA_BOS_PHX
2020,5,WN,GEG,PHX,2,15,2,0.768888888888889,0.2547892720306513,0.13333333333333333,0,0,0.5,NA,1,1,2020_5,GEG_PHX,WN_GEG_PHX
2021,3,G4,MRY,LAS,9,9,1,1,0.03308823529411765,1,0.4444444444444444,0.4444444444444444,0,63.340350488452465,9,1,2021_3,MRY_LAS,G4_MRY_LAS
2020,4,DL,MSY,MSP,16,20,2,0.68,0.05707196029776675,0.8,0,0,0.75,271.9430087352863,3,0.75,2020_4,MSY_MSP,DL_MSY_MSP
2024,6,DL,ABQ,MSP,30,30,1,1,0.06426618049225159,1,0.03333333333333333,0,0,46.64268677815481,7,0.23333333333333336,2024_6,ABQ_MSP,DL_ABQ_MSP
2024,1,DL_CODESHARE,BGM,DTW,24,24,1,1,1,1,0.04166666666666666,0.125,0.16666666666666666,89.16330375688254,1,0.05,2024_1,BGM_DTW,DL_CODESHARE_BGM_DTW
2024,3,AS_CODESHARE,BOI,SFO,31,125,2,0.6270080000000001,0.3325581395348837,0.248,0.16129032258064516,0.3870967741935484,0,301.6119382423756,31,1,2024_3,BOI_SFO,AS_CODESHARE_BOI_SFO
2020,1,UA,PIT,ORD,26,304,4,0.33792849722991686,0.04200284765068818,0.08552631578947369,0.07692307692307693,0.03846153846153846,0,212.30245840817255,4,0.15384615384615383,2020_1,PIT_ORD,UA_PIT_ORD
2020,5,AA_CODESHARE,MDT,BOS,1,1,1,1,0.4382022471910113,1,0,0,0,NA,1,1,2020_5,MDT_BOS,AA_CODESHARE_MDT_BOS
2022,3,WN,STL,MSP,46,155,3,0.3358584807492196,0.508671621879169,0.2967741935483871,0.1956521739130435,0.15217391304347827,0.04347826086956521,601.7177665759154,26,0.5909090909090909,2022_3,STL_MSP,WN_STL_MSP
2022,11,F9,CVG,DEN,39,137,5,0.30630294634770094,0.07777426493834967,0.2846715328467153,0.4615384615384616,0.4615384615384616,0,440.53638327980633,22,0.5641025641025641,2022_11,CVG_DEN,F9_CVG_DEN
2025,11,G4,FLL,SDF,10,26,3,0.44378698224852076,0.04021553423577342,0.38461538461538464,0.2,0.2,0,510.0740251288151,5,0.5,2025_11,FLL_SDF,G4_FLL_SDF
2022,7,WN,MIA,DEN,10,153,5,0.23422615233457214,0.06336992191920335,0.06535947712418301,0.6,0.4,0,751.434894052705,4,0.4,2022_7,MIA_DEN,WN_MIA_DEN
2025,8,WN,MDW,BHM,49,49,1,1,0.9246707118543732,1,0.1836734693877551,0.1836734693877551,0.02040816326530612,584.9755950537685,32,0.6666666666666666,2025_8,MDW_BHM,WN_MDW_BHM
2023,9,NK,ATL,CLE,48,311,4,0.4316435934285213,0.03643353437026064,0.15434083601286175,0.1875,0.125,0,576.3975046210155,29,0.6041666666666666,2023_9,ATL_CLE,NK_ATL_CLE
2024,1,DL,LAS,ATL,257,412,4,0.43639834103119984,0.0864943865010297,0.6237864077669902,0.12840466926070038,0.1556420233463035,0,645.6755653156399,153,0.5953307392996109,2024_1,LAS_ATL,DL_LAS_ATL
2022,8,UA_CODESHARE,SGF,DEN,93,93,1,1,0.28894806924101196,1,0.2258064516129032,0.24731182795698925,0.04301075268817204,330.81016292086053,87,0.9775280898876404,2022_8,SGF_DEN,UA_CODESHARE_SGF_DEN
2025,12,F9,SLC,SEA,14,303,4,0.4018015662952434,0.02953198446760678,0.0462046204620462,0.5714285714285714,0.5714285714285714,0,65.47157759308594,14,1,2025_12,SLC_SEA,F9_SLC_SEA
2023,12,F9,MCO,IAH,62,385,4,0.35070332265137455,0.13075701429327688,0.16103896103896104,0.24193548387096775,0.27419354838709675,0,593.65545638779,32,0.5161290322580645,2023_12,MCO_IAH,F9_MCO_IAH
2023,11,WN,TPA,HOU,91,91,1,1,0.3074068576517738,1,0.08791208791208792,0.06593406593406594,0,649.3621965213732,31,0.34065934065934067,2023_11,TPA_HOU,WN_TPA_HOU
2022,1,AA,LGA,DCA,268,572,3,0.409170375079466,0.14387934058225185,0.46853146853146854,0.19029850746268656,0.2126865671641791,0.13059701492537312,502.03246614311377,150,0.6410256410256411,2022_1,LGA_DCA,AA_LGA_DCA
2022,1,WN,TPA,SLC,1,32,2,0.939453125,0.28608483368935,0.03125,0,0,0,NA,1,1,2022_1,TPA_SLC,WN_TPA_SLC
2024,6,UA_CODESHARE,IAH,BWI,20,135,3,0.3854595336076817,0.3927001465299054,0.14814814814814814,0.2,0.25,0,68.90533170112532,20,1,2024_6,IAH_BWI,UA_CODESHARE_IAH_BWI
2024,8,WN,DEN,ABQ,117,240,3,0.37045138888888884,0.2920904368186142,0.4875,0.3504273504273504,0.3162393162393162,0,515.5803663889052,88,0.7521367521367521,2024_8,DEN_ABQ,WN_DEN_ABQ
2023,5,NK,LAS,SNA,93,389,3,0.4710185631868677,0.15349665377294774,0.2390745501285347,0.15053763440860216,0.13978494623655913,0.01075268817204301,527.5598664465872,62,0.6739130434782609,2023_5,LAS_SNA,NK_LAS_SNA
2023,5,AA_CODESHARE,PHL,MKE,49,49,1,1,0.3414087034544639,1,0.02040816326530612,0,0,198.651927842078,49,1,2023_5,PHL_MKE,AA_CODESHARE_PHL_MKE
2025,11,AA,IAH,DFW,238,504,4,0.39172335600907027,0.0454263030721436,0.4722222222222222,0.2773109243697479,0.2605042016806723,0.03781512605042016,477.61869240793993,159,0.6943231441048034,2025_11,IAH_DFW,AA_IAH_DFW
2023,5,AA_CODESHARE,DCA,JFK,93,248,2,0.53125,0.4017519890701599,0.375,0.11827956989247312,0.21505376344086025,0,253.27787294919025,62,0.6666666666666666,2023_5,DCA_JFK,AA_CODESHARE_DCA_JFK
2025,9,DL_CODESHARE,DTW,ALB,77,107,2,0.5964713075377762,0.3426924041113061,0.719626168224299,0.09090909090909093,0.06493506493506493,0,322.97789941933917,77,1,2025_9,DTW_ALB,DL_CODESHARE_DTW_ALB
2020,4,UA_CODESHARE,BOI,SFO,43,43,1,1,0.1012909632571996,1,0.2558139534883721,0.06976744186046512,0.27906976744186046,352.9576781721077,10,0.3225806451612903,2020_4,BOI_SFO,UA_CODESHARE_BOI_SFO
2024,1,AS,SAN,HNL,31,124,3,0.375,0.09458514061844132,0.25,0.06451612903225806,0.16129032258064516,0.3548387096774194,70.74371833746461,20,1,2024_1,SAN_HNL,AS_SAN_HNL
2022,3,DL_CODESHARE,JAN,ATL,6,255,3,0.5252902729719339,0.00899550224887556,0.02352941176470588,0,0,0,269.7841729976019,6,1,2022_3,JAN_ATL,DL_CODESHARE_JAN_ATL
2022,7,AA_CODESHARE,MIA,TYS,31,31,1,1,0.17041982573271472,1,0.12903225806451613,0.16129032258064516,0,17.522765530245426,0,0,2022_7,MIA_TYS,AA_CODESHARE_MIA_TYS
2025,8,UA_CODESHARE,MRY,SFO,57,57,1,1,0.44779582366589327,1,0.05263157894736842,0.08771929824561403,0,450.9807760880751,29,0.5087719298245614,2025_8,MRY_SFO,UA_CODESHARE_MRY_SFO
2021,10,DL,BNA,SEA,31,101,3,0.46691500833251637,0.08440243079000675,0.3069306930693069,0.06451612903225806,0.06451612903225806,0,50.503252317288,1,0.03225806451612903,2021_10,BNA_SEA,DL_BNA_SEA
2025,11,UA_CODESHARE,PVD,IAD,75,75,1,1,0.09185082872928176,1,0.14666666666666667,0.22666666666666663,0.08,362.49066013778486,42,0.6086956521739131,2025_11,PVD_IAD,UA_CODESHARE_PVD_IAD
2023,11,AS_CODESHARE,SAN,SMF,93,442,2,0.6677279334984951,0.09799092676604018,0.21040723981900453,0.1827956989247312,0.16129032258064516,0,467.69618814346467,68,0.7311827956989247,2023_11,SAN_SMF,AS_CODESHARE_SAN_SMF
2023,11,AA,PHL,RDU,87,187,3,0.3923761045497441,0.3723392145702903,0.46524064171123,0.19540229885057472,0.1724137931034483,0,402.7511733294938,78,0.896551724137931,2023_11,PHL_RDU,AA_PHL_RDU
2023,9,G4,FNT,SFB,13,13,1,1,0.3409090909090909,1,0.07692307692307693,0.07692307692307693,0,34.3429162628321,13,1,2023_9,FNT_SFB,G4_FNT_SFB
2022,1,UA,IAD,PHL,3,75,2,0.9232,0.33989988696915874,0.04,0.6666666666666666,0.6666666666666666,0.3333333333333333,22.62741699796952,0,0,2022_1,IAD_PHL,UA_IAD_PHL
2021,3,WN,BWI,ABQ,3,3,1,1,0.751985132623754,1,1,0.6666666666666666,0,6.658328118479393,0,0,2021_3,BWI_ABQ,WN_BWI_ABQ
2024,8,AA,SEA,PHL,62,124,2,0.5,0.0331769252001104,0.5,0.46774193548387094,0.5,0.0967741935483871,676.9318665479208,31,0.5535714285714286,2024_8,SEA_PHL,AA_SEA_PHL
2024,4,AA,BUF,DFW,30,30,1,1,0.05994005994005994,1,0.13333333333333333,0.13333333333333333,0,45.01914024618581,3,0.1,2024_4,BUF_DFW,AA_BUF_DFW
2021,2,NK,MCO,LAS,28,59,3,0.43924159724217177,0.14892501310959622,0.4745762711864407,0.07142857142857142,0.07142857142857142,0,487.1465073021868,25,0.8928571428571429,2021_2,MCO_LAS,NK_MCO_LAS
2022,6,UA,IAH,OMA,30,60,2,0.5,0.3698030634573304,0.5,0.26666666666666666,0.3,0,65.81789576018707,0,0,2022_6,IAH_OMA,UA_IAH_OMA
2025,1,WN,SLC,DEN,215,648,5,0.22947626124066456,0.10276679841897234,0.3317901234567901,0.16279069767441862,0.20465116279069767,0,432.38585271128414,173,0.8046511627906977,2025_1,SLC_DEN,WN_SLC_DEN
2025,6,NK,EWR,BHM,26,26,1,1,0.0749615975422427,1,0.19230769230769232,0.15384615384615383,0.03846153846153846,515.2491565576147,18,0.72,2025_6,EWR_BHM,NK_EWR_BHM
2023,1,UA_CODESHARE,ROC,IAD,85,85,1,1,0.15982076176250934,1,0.17647058823529413,0.15294117647058825,0.01176470588235294,401.9713013849618,54,0.6428571428571429,2023_1,ROC_IAD,UA_CODESHARE_ROC_IAD
2024,11,F9,IAD,ATL,16,295,5,0.45571962079862094,0.00412484531830056,0.05423728813559322,0.25,0.25,0,441.2790311507373,14,0.875,2024_11,IAD_ATL,F9_IAD_ATL
2024,1,G4,LCK,MYR,2,2,1,1,1,1,0,0,0,324.5620125646253,2,1,2024_1,LCK_MYR,G4_LCK_MYR
2023,5,AA,DSM,PHX,61,61,1,1,0.18887147335423196,1,0.14754098360655735,0.14754098360655735,0,532.4469444309731,57,0.9344262295081968,2023_5,DSM_PHX,AA_DSM_PHX
2020,11,NK,ORD,RSW,33,148,3,0.4109751643535428,0.03160752375412061,0.22297297297297297,0.0303030303030303,0.06060606060606061,0,184.79274836552665,33,1,2020_11,ORD_RSW,NK_ORD_RSW
2024,11,DL_CODESHARE,MSP,ICT,29,29,1,1,0.2674056787242318,1,0.13793103448275862,0.13793103448275862,0,20.044716021787103,28,0.9655172413793104,2024_11,MSP_ICT,DL_CODESHARE_MSP_ICT
2023,12,AS,SFO,OGG,27,102,3,0.3865820838139178,0.07962009586366058,0.2647058823529412,0.14814814814814814,0.2222222222222222,0,57.430696498343984,27,1,2023_12,SFO_OGG,AS_SFO_OGG
2020,8,G4,PIA,SFB,9,9,1,1,0.2317880794701987,1,0,0,0.1111111111111111,347.3738208739562,7,0.875,2020_8,PIA_SFB,G4_PIA_SFB
2025,6,AS,ANC,OTZ,30,60,2,0.5,0.5741337630942788,0.5,0.13333333333333333,0.06666666666666667,0,30.259718681981223,30,1,2025_6,ANC_OTZ,AS_ANC_OTZ
2024,2,UA,EWR,DFW,129,274,4,0.394506899674996,0.5038015930485156,0.4708029197080292,0.17054263565891473,0.12403100775193798,0.02325581395348837,450.232846143006,97,0.7698412698412699,2024_2,EWR_DFW,UA_EWR_DFW
2022,11,DL_CODESHARE,BOS,CLE,78,162,2,0.5006858710562414,0.1412904871206325,0.48148148148148145,0.1153846153846154,0.10256410256410256,0,497.50749454275274,56,0.717948717948718,2022_11,BOS_CLE,DL_CODESHARE_BOS_CLE
2024,10,G4,AVL,BWI,12,12,1,1,0.24751655629139072,1,0.08333333333333333,0.08333333333333333,0,285.92163579935993,12,1,2024_10,AVL_BWI,G4_AVL_BWI
2020,11,F9,DEN,ABQ,2,164,3,0.4886972040452112,0.0956159822419534,0.01219512195121951,0,0,0,13.435028842544405,2,1,2020_11,DEN_ABQ,F9_DEN_ABQ
2020,1,F9,LAS,PDX,18,277,6,0.30970037404371226,0.08032515844585285,0.06498194945848375,0.2222222222222222,0.3888888888888889,0.05555555555555555,317.065357894032,17,1,2020_1,LAS_PDX,F9_LAS_PDX
2021,6,WN,HOU,BWI,87,87,1,1,0.8857404021937842,1,0.4482758620689655,0.3793103448275862,0.04597701149425287,620.4455024499994,24,0.2891566265060241,2021_6,HOU_BWI,WN_HOU_BWI
2022,12,AA_CODESHARE,BOI,PHX,14,152,4,0.30410318559556787,0.00671462829736211,0.09210526315789472,0.5,0.6428571428571429,0,53.101033701989074,14,1,2022_12,BOI_PHX,AA_CODESHARE_BOI_PHX
2023,7,AA_CODESHARE,RIC,CLT,5,210,2,0.953514739229025,0.1308500477554919,0.0238095238095238,0.2,0.2,0,67.96469671822277,5,1,2023_7,RIC_CLT,AA_CODESHARE_RIC_CLT
2020,6,AA_CODESHARE,EYW,CLT,37,37,1,1,0.6165413533834586,1,0.05405405405405406,0.05405405405405406,0,115.04078138373966,37,1,2020_6,EYW_CLT,AA_CODESHARE_EYW_CLT
2020,4,F9,SEA,LAS,7,256,6,0.21160888671875,0.00313774709758393,0.02734375,0,0,0.5714285714285714,7.505553499465135,3,1,2020_4,SEA_LAS,F9_SEA_LAS
2021,12,AA_CODESHARE,TRI,CLT,144,144,1,1,0.5619834710743802,1,0.125,0.11805555555555557,0.00694444444444444,488.56225158397785,87,0.6083916083916084,2021_12,TRI_CLT,AA_CODESHARE_TRI_CLT
2024,11,DL_CODESHARE,BWI,DTW,8,179,4,0.37180487500390125,0.01023279611153747,0.0446927374301676,0,0,0,130.7076891387802,8,1,2024_11,BWI_DTW,DL_CODESHARE_BWI_DTW
2022,5,DL_CODESHARE,DTW,MSN,83,110,2,0.6295867768595041,0.3283236994219653,0.7545454545454545,0.12048192771084336,0.10843373493975904,0,357.6103558591253,79,0.9518072289156626,2022_5,DTW_MSN,DL_CODESHARE_DTW_MSN
2023,10,AS,KOA,SJC,31,62,2,0.5,0.12774725274725274,0.5,0.12903225806451613,0.12903225806451613,0,27.65948864003015,31,1,2023_10,KOA_SJC,AS_KOA_SJC
